idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/sigmod/Snodgrass98a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,637,62489,637_62489
conf/vldb/VelegrakisMP03,gP3ld61I__kJ,2105,14198,2105_14198
conf/vldb/HaasNSS95,x70Y3qaTL40J,21,14199,21_14199
conf/sigmod/CatarciS94,ga4l4QhCXU4J,1850,19438,1850_19438
journals/vldb/ChuaCL03,MY0lTfhxnr4J,2288,14311,2288_14311
conf/vldb/KaushikBNS02,dL5oJVHK10kJ,2219,14344,2219_14344
conf/sigmod/IoannidisL94,dDHNsS9sisEJ,1751,14345,1751_14345
conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,928,14351,928_14351
conf/vldb/NiermanJ02,1NZsxf_zwF4J,2125,14360,2125_14360
journals/sigmod/Cingil02,2K6rhX16hXwJ,231,14374,231_14374
conf/vldb/CotterB00,SJ6PiY04ebMJ,1179,14396,1179_14396
journals/vldb/LaurentLSV01,TTIgIh9uC_YJ,2489,14436,2489_14436
conf/vldb/GhoshPSH02,2dlOojuSNeIJ,2211,14437,2211_14437
conf/sigmod/BeyerR99,6Cdfxiuibd0J,937,14480,937_14480
conf/sigmod/IlyasRLGL03,qCnvlNwYp6cJ,216,14515,216_14515
journals/sigmod/MattosD94,HhUCea7De6YJ,992,14729,992_14729
conf/sigmod/GehrkeKS01,f6JFkfhawW8J,751,14733,751_14733
journals/tods/FukudaMMT01,k6ukzru4nX8J,2333,14758,2333_14758
journals/sigmod/KaradimitriouT97,SrCBkHnIFL8J,713,14794,713_14794
conf/vldb/BratsbergH01,x-oQarjjgccJ,1261,14802,1261_14802
conf/vldb/LiC94,O0rvK0GFmBEJ,141,14805,141_14805
journals/sigmod/Chaudhri95,DY6x1fDAy9EJ,779,14911,779_14911
conf/sigmod/StonebrakerH01,opMsehfY-XoJ,653,14937,653_14937
conf/sigmod/Amer-YahiaFSX03,7-b5YXuGJS0J,434,17300,434_17300
conf/vldb/BohannonFHRRS02,zYfyg0fCzEsJ,2175,14975,2175_14975
journals/vldb/PacittiS00,yXCROrOo320J,2382,50486,2382_50486
conf/sigmod/AdyaGLM95,bfcbZlt6vngJ,1478,15075,1478_15075
conf/vldb/JarkeKL00,6c3XQZ-_HDUJ,1339,15088,1339_15088
conf/vldb/HvasshovdBT00,af50lhGnD8gJ,1174,15091,1174_15091
conf/vldb/ChakrabartiSST00,eMCZN8ZXNJIJ,1321,15136,1321_15136
journals/vldb/JiangE98,PjtgP4aQt00J,2388,15137,2388_15137
journals/sigmod/AshishK97,rWfbcLnj7_YJ,525,35583,525_35583
conf/vldb/DingGS00,I5fV3jpcrmAJ,1158,15218,1158_15218
conf/sigmod/Team95b,v80FFBUTW_0J,1688,15232,1688_15232
conf/sigmod/RoySSB00,OZHS88jHgDkJ,789,30444,789_30444
conf/vldb/SindoniTABFGMPPT01,0zdXnl9cQysJ,1238,15268,1238_15268
conf/vldb/SheikholeslamiCZ98,btydMRJMBqoJ,1733,15269,1733_15269
conf/sigmod/WangSSZZW00,ryDHZM31rmwJ,828,15275,828_15275
conf/vldb/KangC02,gndV1O-oEkMJ,2124,15358,2124_15358
journals/vldb/OzsuPSILM95,gld2wLKYWpsJ,2525,41390,2525_41390
conf/vldb/GaoS03,BEpwgIQR6r4J,2109,15406,2109_15406
conf/vldb/GilbertKMS02,kxGdQhvpi_sJ,2236,15435,2236_15435
conf/sigmod/GrumbachRS98,RQTFVFT_w9gJ,1154,15449,1154_15449
conf/vldb/Chiueh94,nOF-SuSEaaEJ,170,15513,170_15513
conf/vldb/CooperSFHS01,PAfEdPwJ8tgJ,1147,15603,1147_15603
conf/vldb/GarofalakisRS99,Xm3ygCvkmN8J,1448,49793,1448_49793
conf/sigmod/ZhangMCMR02,rvZQMrCOQ1MJ,567,15756,567_15756
journals/sigmod/ForteHWDCVHFS99,7ML1mmPqIooJ,436,15808,436_15808
conf/vldb/Draluk01,xQzrilMR-QQJ,1115,15840,1115_15840
conf/vldb/Mohan01,tAO-l_SkmSwJ,2169,15841,2169_15841
journals/sigmod/BhargavaAP95,Sql66UDiVnwJ,857,15919,857_15919
journals/sigmod/LightstoneLZ02,7TYVQTwq9FIJ,92,15950,92_15950
journals/sigmod/LightstoneLZ02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601873%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,92,23719,92_23719
journals/sigmod/BichlerSZ98,fQNdA5cjapAJ,392,21996,392_21996
conf/vldb/LevyMS94,8AHaTrvwsJoJ,136,25401,136_25401
conf/vldb/FlescaFM03,LXjSnbxB7EsJ,2087,29595,2087_29595
journals/sigmod/DadamK97,9Ai_9dZChG4J,535,16198,535_16198
journals/sigmod/BerraNT95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202670%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,784,16239,784_16239
conf/vldb/HoelS94,Id1cvsQURBAJ,157,16245,157_16245
conf/vldb/MillerHH00,Rqg_slyUMYMJ,1389,20341,1389_20341
journals/sigmod/Kim02,1PPb2Y8X7rAJ,26,16331,26_16331
conf/sigmod/OrdonezC00,yWkfJz_YMPkJ,872,16338,872_16338
journals/vldb/AgrawalHK03,NDKJPUgy_K4J,2458,16347,2458_16347
conf/vldb/BrodieC99,80T8-ddj8OsJ,1441,16366,1441_16366
conf/sigmod/SistlaW95,KO3FcQ57_rkJ,1608,16492,1608_16492
conf/vldb/HeMYW03,cBe5X4EKjIEJ,2101,16503,2101_16503
conf/sigmod/RodriguezR00,UF4wxbIa6FMJ,838,29667,838_29667
journals/sigmod/Datta94,PPH2NlobSwsJ,969,16538,969_16538
journals/sigmod/RoantreeS02,xfrOR_G4_UoJ,125,16586,125_16586
conf/vldb/AndreiV01,Ms4IJoI6-34J,1080,16592,1080_16592
conf/vldb/KornLKF98,ewsBMN0qVa4J,1746,16617,1746_16617
journals/sigmod/Jhingran00,lrGge6mTVckJ,342,16669,342_16669
conf/sigmod/BraumandlKK99,4fjXoCHhe1kJ,971,16696,971_16696
conf/vldb/DaynesC02,Ug0Yk0QhILMJ,2122,16700,2122_16700
conf/vldb/BernsteinHSSZ97,L2c8XblCSicJ,1722,16704,1722_16704
conf/vldb/BernsteinHSSZ97,62aA4DYB0MQJ,1722,19288,1722_19288
journals/sigmod/Winslett94,hZOXZJ6x2xUJ,899,31818,899_31818
journals/tods/CaldersNW02,DSl0gT8EgR0J,940,16713,940_16713
conf/sigmod/HinneburgK99,C9imFvgrSvAJ,986,21408,986_21408
conf/vldb/ChakrabartiDAR97,QyBDbs7EpmsJ,1909,16865,1909_16865
conf/vldb/ChakrabartiDAR97,8IR1NrQ4zm8J,1909,24834,1909_24834
conf/vldb/GuptaHQ95,VCSbj6MwKlgJ,1978,16905,1978_16905
journals/vldb/MedjahedBBNE03,vtVf3hshlVIJ,2461,16913,2461_16913
journals/sigmod/HalkidiBV02a,SFs0XOMPphIJ,113,16946,113_16946
conf/vldb/LahiriSCMC01,MbzMAsLHlfEJ,1108,16978,1108_16978
conf/sigmod/BunemanDHS96,rNVPCLfguuMJ,1454,16987,1454_16987
conf/sigmod/Kulkarni94,eN_4FTimCKYJ,1823,17013,1823_17013
conf/sigmod/PalmerF00,eiA9HVOF2IsJ,756,17019,756_17019
conf/sigmod/PalmerF00,cnNLe97Pd2sJ,756,24480,756_24480
conf/sigmod/ColletC95,vP27NkXI4MEJ,1677,17020,1677_17020
conf/sigmod/GangulyGR03,Di-EjDZ_abYJ,353,17022,353_17022
journals/sigmod/JensenCEGHJ94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D181560%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,994,30528,994_30528
conf/vldb/HristidisGP03,B2rShDD99xwJ,2030,17048,2030_17048
conf/sigmod/ReissK03,L1m30vG-d5sJ,309,17059,309_17059
conf/vldb/DiwanRSS96,HjDa9on7LzoJ,1803,17078,1803_17078
conf/sigmod/Chamberlin03,lEqiau26hxoJ,407,17106,407_17106
conf/sigmod/Chamberlin03,Jjob6_YGJSQJ,407,50895,407_50895
journals/vldb/WhangKW94,gLSOYwdwIQ8J,2557,17135,2557_17135
conf/vldb/WangSG03,T1TgIax4zVcJ,2055,17151,2055_17151
conf/sigmod/BerensonBGMOO95, ,1480,17211,1480_17211
conf/sigmod/BerensonBGMOO95,KpQrgYyji34J,1480,45256,1480_45256
journals/sigmod/AbererCH02,ulDBbXl-6Q4J,2595,17218,2595_17218
conf/vldb/VassalosP97,kG-k9420fGMJ,1678,17227,1678_17227
conf/sigmod/PadmanabhanBMCH03,wI75uFSs0bwJ,335,17260,335_17260
journals/tods/WolfsonJH97,FlC-FF1hbbUJ,2350,17272,2350_17272
conf/vldb/MaedaT01,dipeGpTdsoQJ,1071,17281,1071_17281
conf/vldb/ChoenniV00,R1j3CdeOlwsJ,1186,17297,1186_17297
journals/sigmod/AtkinsonDJPS96,yfjKkIhvfXcJ,730,17328,730_17328
conf/vldb/AlsabtiRS97,nqOZsUydoQkJ,1684,17350,1684_17350
journals/vldb/Barbara-MillaG94,Hc9uWxJu840J,2564,17361,2564_17361
conf/vldb/DyresonBJ99,FkPcMtplo18J,1519,17397,1519_17397
conf/vldb/CatozziR95,8ftKLh07LM0J,121,17415,121_17415
conf/vldb/RosenthalS94,NFUWsBXtCncJ,190,17439,190_17439
conf/vldb/GuntzerBK00,id3rk1JgWx0J,1349,21602,1349_21602
journals/vldb/OoiTCH98,xv1webZ985MJ,2426,17460,2426_17460
journals/sigmod/HansonN99,b5uRDGKYrcMJ,500,17490,500_17490
journals/sigmod/GatziuKBF98,YERfAnxw2RcJ,609,26234,609_26234
conf/vldb/LeeL96,tuVp_18tFv8J,1854,17505,1854_17505
conf/sigmod/KatayamaS97,GPEkH-UohLYJ,1398,17547,1398_17547
conf/vldb/Hammond96,LDxiVdRU6EEJ,2597,17573,2597_17573
conf/vldb/LabrinidisR01,3Ozte0ucNJAJ,1255,20303,1255_20303
conf/sigmod/ONeilQ97,rN34VXyq84YJ,1299,19140,1299_19140
conf/sigmod/ONeilQ97,6twtfqrudGcJ,1299,25493,1299_25493
conf/sigmod/ONeilQ97,lMTodOXT45MJ,1299,57659,1299_57659
journals/sigmod/Lee95,ozmSjoqqFtwJ,793,17629,793_17629
conf/vldb/Spaccapietra94,ZpVzTb1a7VoJ,206,17665,206_17665
conf/sigmod/CareyMN97,u64n4yMnma4J,1381,17694,1381_17694
conf/vldb/GallersdorferN95,U8jfPCxfXicJ,29,17753,29_17753
conf/sigmod/AgrawalASY97,bDiNQAdf8nEJ,1342,57453,1342_57453
journals/vldb/LiR99,nu5nhxl6WXQJ,2380,17761,2380_17761
journals/vldb/KnorrNT00,SggrbO99AJgJ,2406,17763,2406_17763
conf/vldb/HaasKU99,jteJcGoGxnMJ,1430,17835,1430_17835
conf/sigmod/GodfreyGXZ01,LNnvt5TpBhkJ,638,17907,638_17907
conf/vldb/NicklasGS03,zApMW7wX5-AJ,2063,17927,2063_17927
conf/sigmod/MoonWH02,rlfxeE4k2p4J,498,18119,498_18119
journals/sigmod/KiyokiKH94,xT3mwY4t5kEJ,816,18128,816_18128
conf/vldb/DarEGP98,D6gxih90YU4J,1551,18217,1551_18217
conf/vldb/GarofalakisOS97,dW_pRNemQfsJ,1903,18246,1903_18246
journals/vldb/PapazogluK97,kFQl7LX8OQkJ,2423,18255,2423_18255
conf/sigmod/GarofalakisGR02,S6PWjHRFORYJ,590,18259,590_18259
journals/sigmod/MeltonMJKSZ01,IoNxL_rg2_cJ,366,24254,366_24254
journals/tods/BaralisCP96,6Njy0-27w5cJ,2268,18298,2268_18298
journals/tods/BaralisCP96,hiNs_zWcwlgJ,2268,46471,2268_46471
journals/tods/BaralisW00,4RrNbX-RjpsJ,2328,18299,2328_18299
conf/vldb/BhattacharjeePMLCH03,PUCW4QzlkmsJ,2023,18305,2023_18305
conf/sigmod/TheobaldW02,w5_HkketH-wJ,569,18324,569_18324
conf/vldb/CarusoCGLM00,1Xo59nOfVKoJ,1326,18352,1326_18352
conf/vldb/CasatiDGS01,bFnDGrZ_4voJ,1027,24715,1027_24715
conf/sigmod/AgrawalES03,HypA8oN4PqsJ,270,18378,270_18378
journals/vldb/HalkidiNVV03,J0hrpRuvSgMJ,2291,44547,2291_44547
conf/vldb/Sarawagi02,BJ0pr7FqzzoJ,2196,18387,2196_18387
conf/sigmod/ChristophidesACS94,dGbuUkhWNhMJ,1720,29244,1720_29244
conf/vldb/GalanisWJD03,JvthmGX_uoQJ,2031,18399,2031_18399
conf/sigmod/ChristophidesCM96,q3Y-Mlx2sUsJ,1460,18415,1460_18415
conf/sigmod/VriesMNK02,dVn0Led5JLAJ,509,18427,509_18427
journals/vldb/HjaltasonS02,FH41DtWf_jAJ,2447,18491,2447_18491
conf/sigmod/PapadopoulosM98,dLzAJ-I1nCcJ,1155,18523,1155_18523
journals/sigmod/RosenthalS99,c6lzPzSWbKAJ,491,27007,491_27007
conf/vldb/MengLLA03,_dOpWA3QWOEJ,2040,18598,2040_18598
journals/sigmod/VassiliadisS99,eGARASwVBrUJ,257,25081,257_25081
journals/sigmod/NadoH97,yN9f4dSKC9QJ,523,18622,523_18622
conf/vldb/MatthesS94,KRLEL-N4Ce8J,229,18637,229_18637
conf/vldb/BrightR02,lovlkpxUzUsJ,2244,18662,2244_18662
journals/tods/LiuDL02,TSvYx-eQvykJ,2339,18708,2339_18708
journals/sigmod/StolfoLCFE01,lvIPWxkN4YAJ,195,18711,195_18711
conf/vldb/CareyD96,5xe-dQqXfI8J,1836,18715,1836_18715
conf/sigmod/ViglasN02,2aeb_pBP7lcJ,454,18746,454_18746
conf/vldb/GrovlenHT98,xjVz8hIW-8sJ,1570,18758,1570_18758
conf/vldb/GrovlenHT98,SDXBxc0lIeYJ,1570,27043,1570_27043
journals/sigmod/EisenbergM00,4mD1eFCHKKwJ,268,24355,268_24355
journals/sigmod/FernandezFLS97,9NlVdFCl2ysJ,554,18836,554_18836
conf/sigmod/AdelbergGW97,zZo47Z-jVX4J,1309,18839,1309_18839
conf/vldb/ChandrasekaranF02,nqosSM46lCkJ,2213,18891,2213_18891
journals/sigmod/RamanathanH97,EID4UO0Kv04J,563,18907,563_18907
conf/sigmod/Jamil99,z5EfiutEfScJ,953,18955,953_18955
conf/vldb/ManegoldBK00,JgdpgBpMDr4J,1360,18957,1360_18957
conf/vldb/Mohan99,4N472VSotmMJ,1461,18981,1461_18981
journals/vldb/MehrotraKS97,6XxswNrUSk4J,2421,19000,2421_19000
conf/vldb/KumarKA97,EhTWppk6No8J,1716,19034,1716_19034
conf/vldb/LeeLWS97,3k61gi_ld_UJ,1701,19041,1701_19041
conf/sigmod/AboulnagaC99,WWaxLMIptTMJ,1007,23554,1007_23554
conf/vldb/HristidisP02,rZJLf9oQ_hEJ,2126,19062,2126_19062
journals/sigmod/RamamrithamS97,HR-yLNuhtl4J,552,19156,552_19156
journals/vldb/DeyBS96,q8IL-AZTmcgJ,2518,19162,2518_19162
journals/sigmod/dOnofrioP03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776990%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1972,19183,1972_19183
journals/sigmod/TheodoridisN00,NegSmYlF-awJ,336,49779,336_49779
conf/vldb/OrensteinK95,Trw6DEZeqTsJ,46,19246,46_19246
conf/vldb/Celis96,Bg5vcyRBKd8J,1941,19328,1941_19328
conf/vldb/AbiteboulAAACHHMMMMSTV99,zHCrzBCoweAJ,1627,19448,1627_19448
conf/vldb/AtzeniMM97,sARbiNQPPWQJ,1858,19470,1858_19470
journals/vldb/ShegalovGW01,_6ErNQyZwXsJ,2475,19576,2475_19576
journals/tods/LakshmananLN03,g8e0xiRUkIwJ,903,19641,903_19641
conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,949,19642,949_19642
conf/sigmod/MayrS99,1lRZz4bZvxEJ,939,19681,939_19681
journals/sigmod/SycaraKWL99,YgouJdrCoZQJ,450,19730,450_19730
journals/vldb/DiazJ97,RKAY1aZAeCoJ,2433,19849,2433_19849
conf/sigmod/HsiaoCY94,LEi_Rzm1iH0J,1769,24024,1769_24024
conf/sigmod/MassariPSC95,O2FrN68p5PUJ,1672,19887,1672_19887
conf/sigmod/PiatkoYLS96,3NMPG1vUNgwJ,1495,19955,1495_19955
conf/sigmod/OConnellISWABCCLPWW96,O-TrhFwhKM8J,1357,20011,1357_20011
journals/sigmod/BarbaraS97,Iw5bYR098o4J,547,20133,547_20133
journals/vldb/FernandezFLS00,uo79zyqUB10J,2398,20183,2398_20183
conf/vldb/ViglasNB03,GGX9LS25OhwJ,2099,20219,2099_20219
conf/vldb/AcharyaFZ96,ccEW59Ac84MJ,1797,20333,1797_20333
conf/sigmod/AdamY98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276350%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1100,46646,1100_46646
conf/vldb/IwerksSS03,4B_LhCns0WoJ,2119,20368,2119_20368
conf/sigmod/CareyDNAGS97,mt8Q1YmVRkMJ,1312,20431,1312_20431
conf/sigmod/LabrinidisR00,DKUouEkK_b4J,842,20438,842_20438
conf/vldb/PacittMS99,jJyGKE2N34gJ,1535,20465,1535_20465
conf/sigmod/Brewer98,k4UNrsGeUuAJ,1196,20481,1196_20481
conf/sigmod/BaumannDFRW98,k3WA-AE7Sh4J,1222,20513,1222_20513
journals/sigmod/BernsteinDK99,Ye5fTBiMoUwJ,476,20563,476_20563
journals/tods/ZobelMR98,tdDLf6RffisJ,2367,20568,2367_20568
conf/sigmod/SrikantA96,WkXM8o_flrEJ,1439,20587,1439_20587
conf/sigmod/SrikantA96,KVEv4thH4CgJ,1439,32575,1439_32575
conf/vldb/AmirKN01,dEwdHTZZYWYJ,2179,20626,2179_20626
conf/vldb/ChavdaW97,E9AsPVyCDlMJ,1899,20716,1899_20716
conf/sigmod/LiC95,yJPi5nBJmVYJ,1692,20927,1692_20927
conf/sigmod/OlstonWACELSS98,UTYa5uf9zSIJ,1197,20955,1197_20955
conf/vldb/ChienTZ01,eWCz_YJFqjcJ,1122,20968,1122_20968
conf/vldb/ChienTZ01,NoMSxmHAQ9YJ,1122,27384,1122_27384
conf/sigmod/HellersteinHW97,K6752bGaG2QJ,1284,57282,1284_57282
journals/sigmod/ChangGKRS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290607%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,581,53127,581_53127
conf/sigmod/Martin94,ogow-Rtc3fEJ,1743,21044,1743_21044
journals/sigmod/AndersonS94,aDk2IS_xwToJ,981,21090,981_21090
journals/vldb/SuHHHLWLPLL01,xcRKDHBIUb8J,2503,31566,2503_31566
journals/tods/TaoSP03,FBp7oibu4ygJ,902,21139,902_21139
conf/vldb/AmmannJR95,x-H7BqZ0Hw8J,3,21171,3_21171
journals/sigmod/Ouksel03,8M_z-OUkoxYJ,1937,21221,1937_21221
conf/sigmod/WolfsonSXZC99,4dbCEDwsluQJ,970,39299,970_39299
conf/sigmod/LometT03,GidOUF_Jd4oJ,311,21281,311_21281
journals/vldb/SakuraiYUK02,7J-RvgQd8SMJ,2448,21292,2448_21292
journals/sigmod/Nascimento03,url:http://portal.acm.org/citation.cfm%3Fid%3D776985.776996%26dl%3Dportal%26dl%3DACM%26idx%3D776985%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,1963,31317,1963_31317
conf/sigmod/DoRD99,Q4N41koenF8J,1034,21295,1034_21295
conf/sigmod/MaddenFHH03,qz24tfFNHuoJ,368,21321,368_21321
conf/vldb/BrownG01,aJoPVuDNDSsJ,1066,21438,1066_21438
conf/sigmod/MoleskyR95,u03oQbB0y-oJ,1577,21461,1577_21461
journals/tods/JajodiaSSS01,oH5XZWjwC6AJ,2336,21475,2336_21475
conf/sigmod/Mohan96,f9JfEpe5a24J,1498,21520,1498_21520
conf/sigmod/HungYK96,bTI28RjBpPwJ,1436,21530,1436_21530
conf/vldb/OlstonW00,R_hYW6eIUuYJ,1385,21535,1385_21535
conf/sigmod/BorkarDS01,8zFEVer1rBUJ,630,21607,630_21607
journals/sigmod/NormanZT96,rPFgPOAANuQJ,648,21678,648_21678
conf/vldb/Uhl02,n5SsAbtjBpAJ,2237,21734,2237_21734
journals/sigmod/Richey95,2p2A5_qGf5cJ,874,21799,874_21799
conf/sigmod/Galindo-LegariaJ01,BSlaDX5r0HQJ,689,21813,689_21813
conf/vldb/GutierrezPST94,VUU_DceCRXAJ,86,21825,86_21825
journals/sigmod/McHughW97,dAnyGPqToQEJ,514,21834,514_21834
conf/vldb/AbiteboulABBNM03,TD1X4Bo-eYsJ,2064,21845,2064_21845
conf/vldb/EvangelidisLS95,EbGZKQPyH_4J,102,21911,102_21911
conf/sigmod/BryanMCLG94,nbU-wr3ivUIJ,1804,22030,1804_22030
conf/vldb/SrinivasaK03,4iJ3Fd2xnUYJ,2024,22050,2024_22050
journals/tods/StolboushkinT98,ZnWLup8HMkUJ,2357,22079,2357_22079
conf/vldb/ChenCFGJMTW99,Hq3W65us8dkJ,1503,22103,1503_22103
conf/vldb/ShatdalKN94,27-P8X0mjfcJ,175,22119,175_22119
conf/vldb/PardonA00,k7G60pXtD58J,1202,22155,1202_22155
conf/vldb/Spintzik95,QcD01ZjsNcIJ,127,22159,127_22159
conf/vldb/SellisRF97,moT0ba0vRKcJ,1724,22169,1724_22169
journals/vldb/KamelWS94,tYBrsGkj1a0J,2558,22268,2558_22268
journals/sigmod/CampbellEM03,N9u28V6NZTIJ,2579,55584,2579_55584
conf/sigmod/MelnikRB03,wfjeWtEY2NcJ,378,22343,378_22343
conf/sigmod/Mohan02,eyxIItge9MQJ,587,22367,587_22367
journals/vldb/ChuIT94,IDo3ZQocZE4J,2542,22380,2542_22380
conf/vldb/ChangG00,fIuGhhcZl-4J,1162,22438,1162_22438
journals/sigmod/Han98,Y0GdVVrbzfQJ,625,30666,625_30666
conf/vldb/MalonM97,ogRpbFNQTSkJ,1714,22477,1714_22477
conf/vldb/SakuraiYKU01,OQMYc3S0Ny8J,1032,22494,1032_22494
journals/vldb/NgC98,J7mY8RlpTKMJ,2428,22500,2428_22500
conf/vldb/ManegoldBK02,KB9ZbekVNzoJ,2214,22520,2214_22520
conf/sigmod/GunopulosD01,oYtmj53qV0UJ,736,22548,736_22548
journals/sigmod/Snodgrass02,_qopgNiYmXQJ,256,22558,256_22558
conf/vldb/Mihalisin98,FuzSLPzjrokJ,1566,22712,1566_22712
journals/tods/SrivastavaSRN95,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0219026CI,2257,22737,2257_22737
journals/tods/SrivastavaSRN95,zm3D83ZiU4UJ,2257,32689,2257_32689
journals/sigmod/CeriKKLOSV00,nLbW09uNfmsJ,275,22741,275_22741
conf/vldb/MogiK95,39DBh8H18iEJ,63,22768,63_22768
journals/sigmod/ShahMFH01,7b-nJDMGtwUJ,161,22789,161_22789
conf/vldb/AdiBEY00,RkjggE7xhN0J,1319,22815,1319_22815
journals/tods/SchuldtABS02,zrQPbIIo2E8J,2340,22835,2340_22835
conf/sigmod/Doherty98,7aUag74jtdIJ,1106,22868,1106_22868
conf/sigmod/CatarciS01,frbExwv4DiwJ,762,22895,762_22895
conf/sigmod/BrinkhoffKSS94,cb1kf4z7hA4J,1771,22896,1771_22896
journals/vldb/FuCCM00,7kC8fo78d6sJ,2485,22924,2485_22924
journals/sigmod/BonifatiC00,XCdMiXLp41IJ,282,22936,282_22936
conf/vldb/LinR98,9qhYcGzQxC4J,1576,22968,1576_22968
journals/vldb/BalkirO98,pSf0S8boiZ0J,2391,22975,2391_22975
journals/sigmod/LawderK01,eznFJ2e_pQQJ,382,22998,382_22998
conf/vldb/AnanthakrishnaCG02,FFKP2GRm2LEJ,2241,23025,2241_23025
journals/vldb/AbadiCCCCLSTZ03,gBVNSFeS4P8J,2283,23066,2283_23066
conf/sigmod/GoyalHKMSZ97,OcGPxRYxbsUJ,1380,33445,1380_33445
conf/vldb/Galindo-LegariaJWW03,3fCNsAXb9RAJ,2022,23122,2022_23122
conf/vldb/AksoyZF01,A92KQRVdZaoJ,1095,23126,1095_23126
journals/sigmod/HuangKL02,yyUMt1X2WXcJ,119,23180,119_23180
conf/sigmod/AgrawalCN01,2Ua-pWTof_YJ,717,23192,717_23192
conf/vldb/ShanmugasundaramGTZDN99,GIlUG9H3gUUJ,1425,30895,1425_30895
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ,691,23234,691_23234
conf/sigmod/GoelI96,hD6w1eBfjWcJ,1432,23246,1432_23246
conf/vldb/Novaretti01,tZtnFoH5lY0J,1114,23314,1114_23314
conf/sigmod/BerchtoldBBKK97,BMkGN7AiGhYJ,1248,23353,1248_23353
journals/vldb/YangW03,7WaQNGnv1l4J,2285,30780,2285_30780
journals/sigmod/DoanPK95,c0TSepqRwwMJ,885,23376,885_23376
journals/sigmod/CiliaB02,Y1HVgTopekIJ,30,23455,30_23455
conf/vldb/WangZL99,9PJWqPPVlQwJ,1496,23460,1496_23460
conf/vldb/NipplM98,C5jVmNqIE4IJ,1596,23474,1596_23474
conf/vldb/HjelsvoldM94,eyNcyx9rcFwJ,245,23484,245_23484
conf/sigmod/Bussler01,UYIeOe280OwJ,662,23522,662_23522
journals/vldb/C95a,r9tT5zsNnCQJ,2545,23547,2545_23547
journals/vldb/C95a,PiQHmvFoBIAJ,2545,24324,2545_24324
journals/vldb/C95a,QLeWwLgl5KsJ,2545,32428,2545_32428
conf/sigmod/FegarasSRM00,p1LusPTTxlAJ,926,23597,926_23597
conf/sigmod/KriegelBKPS03,tsqBH6P4jMcJ,338,23606,338_23606
conf/sigmod/CranorJSS03,nHesT9ADTdEJ,304,23613,304_23613
conf/sigmod/ChaudhuriGN02,KrfR8djb3C8J,494,23638,494_23638
journals/sigmod/MeltonE02,6uelfg3RgEoJ,2587,23642,2587_23642
conf/vldb/Wadler01,url:http://portal.acm.org/citation.cfm%3Fid%3D645927.672033,2182,23665,2182_23665
journals/tods/PetersO97,mQp5jjo-npAJ,2280,25591,2280_25591
conf/vldb/LakshmananJN00,1n7AY641YyAJ,1394,23770,1394_23770
conf/vldb/EicklerKK97,PCFJuVxYxtwJ,1685,23797,1685_23797
journals/sigmod/SouzaS99,lSJVvYYknn0J,453,32559,453_32559
conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,815,23828,815_23828
conf/sigmod/GillmannWSWW00,L61_1TEGBLYJ,804,23914,804_23914
conf/vldb/Fox02,eybUiurX77sJ,2141,23942,2141_23942
conf/sigmod/Lassettre98,7p2MaOtr7u8J,1270,24006,1270_24006
journals/sigmod/PoessF00,JSrjKrTM_3sJ,332,24020,332_24020
conf/sigmod/HaasH99,fz1XAzoKPo0J,995,24035,995_24035
conf/vldb/KornSFSP96,QjbxSG6_-WIJ,1806,24069,1806_24069
journals/sigmod/SpynsMJ02,jD6nDNmhP3AJ,2602,24150,2602_24150
